id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,,
c8289,0.86,0.51,3,185,2,0,0,0,technical,medium,,
c8290,0.89,0.98,3,214,3,0,0,0,technical,medium,,
c8291,0.49,0.85,4,200,3,0,0,0,support,medium,,
c8292,0.76,0.97,4,219,2,0,0,0,support,medium,,
c8293,0.79,0.87,3,218,3,0,0,0,support,medium,,
c8294,0.89,0.64,4,237,2,0,0,0,support,medium,,
c8295,0.34,0.51,3,105,3,0,0,0,support,medium,,
c8296,0.81,0.92,3,251,3,1,0,0,support,medium,,
c8297,0.96,0.7,3,227,2,0,0,0,support,medium,,
c8298,0.7,0.87,3,158,2,0,0,0,support,medium,,
c8299,0.92,0.61,4,252,2,0,0,0,support,medium,,
c8300,0.5,0.76,4,198,3,0,0,0,support,medium,,
c8301,0.75,0.72,2,192,3,0,0,0,support,medium,,
c8302,0.42,0.38,2,139,4,0,0,0,technical,medium,,
c8303,0.29,0.4,6,205,3,0,0,0,technical,medium,,
c8304,0.91,0.48,3,224,3,0,0,0,technical,medium,,
c8305,0.55,0.97,4,267,4,0,0,0,management,medium,,
c8306,0.57,0.81,4,200,3,1,0,0,IT,medium,,
c8307,0.27,0.48,3,97,6,0,0,0,IT,medium,,
c8308,0.7,0.43,6,253,3,0,0,0,IT,high,,
c8309,0.63,0.68,4,191,2,0,0,0,IT,high,,
c8310,0.97,0.63,5,199,2,1,0,0,IT,high,,
c8311,0.28,0.52,3,127,4,0,0,0,product_management,high,,
c8312,0.7,0.6,3,187,2,0,0,0,product_management,high,,
c8313,0.83,0.51,4,215,3,0,0,0,product_management,high,,
c8314,0.22,0.76,4,176,6,1,0,0,product_management,high,,
c8315,0.55,0.47,3,194,2,0,0,0,IT,high,,
c8316,0.33,0.77,3,216,3,0,0,0,RandD,high,,
c8317,0.5,0.78,4,185,3,0,0,0,RandD,high,,
c8318,0.93,0.88,5,140,3,0,0,0,RandD,high,,
c8319,0.77,0.66,3,260,4,0,0,0,RandD,high,,
c8320,0.93,0.97,5,137,4,0,0,0,RandD,low,,
c8321,0.72,1,4,151,2,0,0,0,RandD,low,,
c8322,0.78,0.53,3,152,2,0,0,0,marketing,low,,
c8323,0.55,0.75,4,166,2,0,0,0,sales,low,,
c8324,0.39,0.86,3,261,2,0,0,0,accounting,low,,
c8325,0.67,0.78,3,235,3,0,0,0,support,low,,
c8326,0.61,0.89,3,201,2,0,0,0,technical,low,,
c8327,0.6,0.69,6,250,5,1,0,0,management,low,,
c8328,0.48,0.64,4,146,2,0,0,0,marketing,low,,
c8329,0.75,0.84,4,195,3,0,0,0,marketing,low,,
c8330,0.87,0.58,4,259,3,0,0,0,marketing,low,,
c8331,0.51,0.54,4,166,4,1,0,0,sales,low,,
c8332,0.63,0.9,4,188,4,1,0,0,sales,low,,
c8333,0.6,0.57,3,203,2,0,0,0,sales,low,,
c8334,0.7,0.99,3,167,3,0,0,0,sales,low,,
c8335,0.5,0.99,2,258,3,1,0,0,sales,medium,,
c8336,0.59,0.51,2,126,3,0,0,0,sales,medium,,
c8337,0.52,0.39,6,246,4,0,0,0,sales,medium,,
c8338,0.55,0.49,3,205,3,0,0,0,sales,medium,,
c8339,0.81,0.62,5,201,3,1,0,0,sales,medium,,
c8340,0.94,0.98,4,197,3,0,0,0,sales,medium,,
c8341,0.98,0.61,3,272,3,0,0,0,sales,medium,,
c8342,0.83,0.84,4,206,2,0,0,0,sales,medium,,
c8343,0.93,0.62,3,184,3,0,0,0,sales,medium,,
c8344,0.99,0.54,3,199,2,0,0,0,sales,medium,,
c8345,0.55,0.57,4,220,3,0,0,0,sales,medium,,
c8346,0.96,0.83,3,233,3,0,0,0,sales,medium,,
c8347,0.28,0.77,3,221,3,0,0,0,sales,high,,
c8348,0.97,0.6,6,168,5,1,0,0,sales,high,,
c8349,0.8,0.78,3,251,3,0,0,0,sales,high,,
c8350,0.75,0.55,2,188,3,0,0,0,accounting,high,,
c8351,0.89,0.88,3,203,3,0,0,0,accounting,high,,
c8352,0.6,0.76,5,168,2,1,0,0,accounting,high,,
c8353,0.73,0.98,3,227,2,1,0,0,hr,high,,
c8354,0.88,0.75,4,159,2,0,0,0,hr,high,,
c8355,0.5,0.7,3,159,3,0,0,0,hr,low,,
c8356,0.53,0.78,5,275,5,0,0,0,hr,low,,
c8357,0.95,0.43,6,283,2,0,0,0,technical,low,,
c8358,0.94,0.53,5,169,3,0,0,0,technical,low,,
c8359,0.49,0.8,3,227,4,1,0,0,technical,low,,
c8360,0.59,0.57,3,147,4,0,0,0,technical,low,,
c8361,0.51,0.91,3,227,2,0,0,0,technical,low,,
c8362,0.66,0.66,4,166,3,0,0,0,technical,low,,
c8363,0.76,0.94,4,168,6,0,0,0,technical,medium,,
c8364,0.12,0.59,3,229,6,0,0,0,technical,medium,,
c8365,0.84,0.65,3,134,3,0,0,0,technical,medium,,
c8366,0.94,0.81,3,196,3,0,0,0,technical,medium,,
c8367,0.63,0.84,4,181,3,0,0,0,technical,medium,,
c8368,0.79,0.99,4,177,3,1,0,0,support,medium,,
c8369,0.85,0.68,3,272,2,1,0,0,support,medium,,
c8370,0.74,0.52,3,213,3,0,0,0,support,medium,,
c8371,0.23,0.75,6,220,3,0,0,0,support,medium,,
c8372,0.62,0.51,4,274,2,0,0,0,support,medium,,
c8373,0.36,0.56,6,242,6,0,0,0,support,medium,,
c8374,0.7,0.83,4,182,3,0,0,0,support,medium,,
c8375,0.57,0.75,5,172,4,0,0,0,support,medium,,
c8376,0.83,0.99,3,226,3,0,0,0,support,medium,,
c8377,0.71,0.96,3,132,2,0,0,0,support,medium,,
c8378,0.23,0.72,6,121,3,0,0,0,support,medium,,
c8379,0.59,0.69,4,207,2,0,0,0,technical,medium,,
c8380,0.69,0.61,2,141,3,0,0,0,technical,medium,,
c8381,0.63,0.81,5,189,3,0,0,0,technical,medium,,
c8382,0.9,0.59,6,269,4,1,0,0,management,medium,,
c8383,0.31,0.57,4,200,4,0,0,0,IT,medium,,
c8384,0.92,0.62,3,199,2,0,0,0,IT,medium,,
c8385,0.96,0.87,4,213,3,0,0,0,IT,medium,,
c8386,0.66,0.51,6,105,4,0,0,0,IT,high,,
c8387,0.48,0.97,4,141,2,0,0,0,IT,low,,
c8388,0.15,0.55,3,255,3,1,0,0,product_management,medium,,
c8389,0.59,0.79,3,217,4,0,0,0,product_management,medium,,
c8390,0.66,0.85,6,165,5,0,0,0,product_management,medium,,
c8391,0.69,0.92,5,220,2,0,0,0,product_management,medium,,
c8392,0.65,0.79,4,241,4,0,0,0,IT,medium,,
c8393,0.58,0.94,5,274,3,0,0,0,RandD,medium,,
c8394,0.72,0.57,4,224,4,0,0,0,RandD,medium,,
c8395,0.65,0.99,5,240,5,0,0,0,RandD,medium,,
c8396,0.63,0.77,5,210,3,0,0,0,RandD,medium,,
c8397,0.55,0.87,3,215,2,0,0,0,RandD,medium,,
c8398,0.74,0.56,4,254,2,0,0,0,marketing,low,,
c8399,0.58,0.84,4,150,4,1,0,0,sales,low,,
c8400,0.71,0.72,4,177,3,0,0,0,accounting,low,,
c8401,0.83,0.37,5,101,4,1,0,0,support,low,,
c8402,0.63,0.52,3,183,2,0,0,0,technical,low,,
c8403,0.56,0.61,3,224,3,0,0,0,management,low,,
c8404,0.88,0.55,3,263,3,0,0,0,marketing,low,,
c8405,0.82,0.55,3,207,2,0,0,0,marketing,high,,
c8406,0.69,0.72,3,243,3,0,0,0,marketing,low,,
c8407,0.57,0.54,3,157,4,1,0,0,sales,high,,
c8408,0.75,0.69,3,242,3,0,0,0,sales,high,,
c8409,0.6,0.98,4,265,2,0,0,0,sales,low,,
c8410,0.96,0.92,3,196,4,0,0,0,sales,low,,
c8411,0.75,0.67,4,135,2,0,0,0,sales,high,,
c8412,1,0.61,6,270,3,0,0,0,sales,low,,
c8413,0.92,0.97,4,201,2,0,0,0,sales,medium,,
c8414,0.84,0.93,5,225,4,0,0,0,sales,high,,
c8415,0.82,0.77,4,205,3,0,0,0,sales,medium,,
c8416,0.74,0.42,3,131,3,0,0,0,sales,medium,,
c8417,0.21,0.39,2,118,4,0,0,0,sales,medium,,
c8418,0.62,0.64,5,187,3,0,0,0,sales,medium,,
c8419,0.54,0.48,3,275,2,0,0,0,sales,high,,
c8420,0.55,0.97,5,125,4,0,0,0,sales,medium,,
c8421,0.84,0.55,4,270,3,1,0,0,sales,medium,,
c8422,0.61,0.56,2,123,2,0,0,0,sales,medium,,
c8423,0.64,0.53,3,281,3,0,0,0,sales,high,,
c8424,0.92,0.51,3,223,2,0,0,0,sales,medium,,
c8425,0.86,0.87,3,268,2,0,0,0,sales,high,,
c8426,0.6,0.74,4,174,3,0,0,0,accounting,low,,
c8427,0.86,0.92,3,162,3,1,0,0,accounting,medium,,
c8428,0.55,0.51,3,192,3,0,0,0,accounting,medium,,
c8429,0.54,0.58,4,178,3,0,0,0,hr,medium,,
c8430,0.49,0.9,3,250,2,0,0,0,hr,medium,,
c8431,0.98,0.72,3,262,4,0,0,0,hr,low,,
c8432,0.55,0.55,5,194,3,1,0,0,hr,low,,
c8433,0.64,0.5,3,146,3,0,0,0,technical,low,,
c8434,0.54,0.53,4,245,2,0,0,0,technical,low,,
c8435,0.58,0.45,3,131,2,0,0,0,technical,low,,
c8436,0.57,0.37,3,108,4,0,0,0,technical,low,,
c8437,0.65,0.64,5,206,3,0,0,0,technical,low,,
c8438,0.6,0.4,3,146,4,1,0,0,technical,low,,
c8439,0.59,0.45,2,171,2,0,0,0,technical,low,,
c8440,0.77,0.5,4,173,2,1,0,0,technical,low,,
c8441,0.55,0.49,5,240,3,0,0,0,technical,high,,
c8442,0.5,0.6,4,199,2,0,0,0,technical,low,,
c8443,0.43,0.77,3,237,3,1,0,0,technical,low,,
c8444,0.58,0.84,3,258,4,0,0,0,support,low,,
c8445,0.66,0.68,4,269,3,1,0,0,support,low,,
c8446,0.7,0.8,5,245,4,0,0,0,support,high,,
c8447,0.82,0.54,4,164,3,0,0,0,support,low,,
c8448,0.49,0.49,4,256,3,1,0,0,support,low,,
c8449,0.99,0.79,4,213,3,0,0,0,support,low,,
c8450,0.96,0.73,3,193,3,1,0,0,support,high,,
c8451,0.7,0.57,3,179,2,0,0,0,support,low,,
c8452,0.22,0.89,6,278,5,1,0,0,support,medium,,
c8453,0.91,0.52,3,256,2,0,0,0,support,high,,
c8454,0.18,0.76,5,173,4,0,0,0,support,medium,,
c8455,0.84,0.68,4,179,3,0,0,0,technical,high,,
c8456,0.66,0.38,4,145,5,0,0,0,technical,medium,,
c8457,0.49,0.65,3,168,4,0,0,0,technical,medium,,
c8458,0.88,0.89,4,213,3,0,0,0,management,medium,,
c8459,0.69,0.91,6,150,5,0,0,0,IT,medium,,
c8460,0.83,0.75,3,262,3,0,0,0,IT,medium,,
c8461,0.56,0.84,4,149,4,1,0,0,IT,medium,,
c8462,0.95,0.77,5,139,2,0,0,0,IT,medium,,
c8463,0.56,1,3,272,2,0,0,0,IT,medium,,
c8464,0.93,0.73,3,252,4,0,0,0,product_management,high,,
c8465,0.84,0.52,3,232,4,0,0,0,product_management,low,,
c8466,0.84,0.48,3,266,2,0,0,0,product_management,medium,,
c8467,0.52,0.65,4,264,3,0,0,0,product_management,medium,,
c8468,0.98,0.8,4,142,2,0,0,0,IT,medium,,
c8469,0.66,0.64,5,208,4,0,0,0,RandD,medium,,
c8470,0.92,0.49,5,178,2,1,0,0,RandD,medium,,
c8471,0.71,0.8,5,192,3,0,0,0,RandD,medium,,
c8472,0.65,0.92,4,242,2,0,0,0,RandD,medium,,
c8473,0.23,0.47,4,277,5,0,0,0,RandD,medium,,
c8474,0.71,0.97,3,173,2,1,0,0,marketing,medium,,
c8475,0.21,0.65,4,276,6,0,0,0,marketing,high,,
c8476,0.7,0.72,2,189,3,0,0,0,sales,low,,
c8477,0.9,0.5,4,139,2,0,0,0,accounting,low,,
c8478,0.6,0.52,5,140,3,0,0,0,support,low,,
c8479,0.58,0.63,5,191,3,1,0,0,technical,high,,
c8480,0.73,0.72,5,178,2,0,0,0,management,low,,
c8481,0.56,0.67,4,184,3,0,0,0,marketing,low,,
c8482,0.97,0.57,3,144,3,0,0,0,marketing,low,,
c8483,0.92,0.91,3,160,2,0,0,0,marketing,high,,
c8484,0.77,0.68,3,225,2,0,0,0,sales,low,,
c8485,0.97,0.81,5,266,2,0,0,0,sales,low,,
c8486,0.7,0.69,5,154,2,0,0,0,sales,low,,
c8487,0.78,0.82,4,142,2,1,0,0,sales,low,,
c8488,0.77,0.87,3,207,4,1,0,0,sales,low,,
c8489,0.66,0.53,4,162,3,0,0,0,sales,low,,
c8490,0.25,0.98,6,287,5,1,0,0,sales,low,,
c8491,0.89,0.87,2,270,6,1,0,0,sales,medium,,
c8492,0.15,0.66,5,160,4,1,0,0,sales,medium,,
c8493,0.26,0.91,6,113,2,0,0,0,sales,medium,,
c8494,0.74,0.58,4,178,4,0,0,0,sales,medium,,
c8495,0.52,0.83,3,153,2,0,0,0,sales,medium,,
c8496,0.95,0.62,4,255,2,0,0,0,sales,medium,,
c8497,0.66,0.82,4,257,3,1,0,0,sales,medium,,
c8498,0.79,0.66,4,243,3,0,0,0,sales,medium,,
c8499,0.98,0.94,3,179,3,0,0,0,sales,medium,,
c8500,0.4,0.37,3,123,2,0,0,0,sales,medium,,
c8501,1,0.68,3,132,2,0,0,0,sales,medium,,
c8502,0.71,0.79,3,134,3,0,0,0,sales,medium,,
c8503,0.48,0.45,3,277,2,1,0,0,accounting,high,,
c8504,0.76,1,5,265,2,0,0,0,accounting,low,,
c8505,0.61,0.62,4,269,4,0,0,0,accounting,medium,,
c8506,0.74,0.9,4,156,4,0,0,0,hr,medium,,
c8507,0.24,0.94,6,237,5,0,0,0,hr,medium,,
c8508,0.79,0.97,3,271,2,0,0,0,hr,medium,,
c8509,0.75,0.98,3,206,2,0,0,0,hr,low,,
c8510,0.6,0.98,4,192,3,0,0,0,technical,low,,
c8511,0.72,0.95,4,230,3,0,0,0,technical,low,,
c8512,1,0.6,4,261,3,0,0,0,technical,low,,
c8513,0.55,0.88,3,173,3,1,0,0,technical,low,,
c8514,0.3,0.98,2,109,4,1,0,0,technical,low,,
c8515,0.89,0.59,3,247,4,0,0,0,technical,low,,
c8516,0.84,0.84,5,163,3,0,0,0,technical,low,,
c8517,0.67,0.64,4,149,4,0,0,0,technical,low,,
c8518,0.15,0.48,6,218,6,0,0,0,technical,low,,
c8519,0.59,0.75,4,194,2,0,0,0,technical,low,,
c8520,0.5,0.59,4,157,2,0,0,0,technical,low,,
c8521,0.23,0.68,5,244,3,0,0,0,support,low,,
c8522,0.95,0.58,5,169,2,0,0,0,support,low,,
c8523,0.31,0.53,2,146,3,1,0,0,support,low,,
c8524,0.47,0.55,5,207,3,0,0,0,support,low,,
c8525,0.26,0.95,3,195,5,0,0,0,support,low,,
c8526,0.55,0.64,6,148,4,0,0,0,support,low,,
c8527,0.89,0.58,3,272,2,0,0,0,support,low,,
c8528,0.88,0.68,3,185,2,0,0,0,support,low,,
c8529,0.98,0.62,5,260,2,1,0,0,support,low,,
c8530,0.96,0.48,3,182,2,1,0,0,support,medium,,
c8531,0.85,0.65,3,195,3,0,0,0,support,medium,,
c8532,0.96,0.85,3,168,3,0,0,0,technical,medium,,
c8533,0.85,0.88,3,198,4,1,0,0,technical,medium,,
c8534,0.59,0.93,5,172,2,0,0,0,technical,medium,,
c8535,0.51,0.5,4,216,2,1,0,0,management,medium,,
c8536,0.5,0.75,3,232,2,0,0,0,IT,medium,,
c8537,0.53,0.59,3,148,3,0,0,0,IT,medium,,
c8538,0.44,0.83,4,210,2,0,0,0,IT,medium,,
c8539,0.99,0.55,3,197,2,0,0,0,IT,medium,,
c8540,0.73,0.83,4,241,3,0,0,0,IT,medium,,
c8541,0.51,0.71,5,154,2,0,0,0,product_management,medium,,
c8542,0.5,0.84,3,259,2,0,0,0,product_management,high,,
c8543,0.52,0.76,4,106,2,1,0,0,product_management,low,,
c8544,0.74,0.74,5,262,2,0,0,0,product_management,medium,,
c8545,0.69,0.89,2,202,2,0,0,0,IT,medium,,
c8546,0.22,0.65,5,174,5,1,0,0,RandD,medium,,
c8547,0.49,0.89,4,240,2,0,0,0,RandD,medium,,
c8548,0.7,0.57,5,247,3,0,0,0,RandD,low,,
c8549,0.68,0.63,4,148,3,0,0,0,RandD,low,,
c8550,0.66,0.84,5,187,2,1,0,0,RandD,low,,
c8551,0.99,0.58,4,183,3,0,0,0,marketing,low,,
c8552,0.88,0.59,4,240,2,0,0,0,sales,low,,
c8553,0.2,0.54,4,149,3,0,0,0,accounting,low,,
c8554,0.56,0.44,2,130,3,0,0,0,support,low,,
c8555,0.68,0.85,4,203,2,0,0,0,technical,low,,
c8556,0.85,0.6,3,218,3,0,0,0,management,low,,
c8557,0.95,0.95,4,204,3,1,0,0,marketing,low,,
c8558,0.6,0.77,4,163,3,1,0,0,marketing,low,,
c8559,0.61,0.53,4,183,3,0,0,0,marketing,low,,
c8560,0.55,0.55,4,211,4,0,0,0,sales,low,,
c8561,0.64,0.78,5,156,5,1,0,0,sales,low,,
c8562,0.64,0.6,3,196,3,0,0,0,sales,low,,
c8563,0.87,0.54,4,162,2,0,0,0,sales,low,,
c8564,0.2,0.9,3,218,4,0,0,0,sales,low,,
c8565,0.99,0.64,4,135,2,1,0,0,sales,low,,
c8566,0.96,0.7,2,273,3,0,0,0,sales,low,,
c8567,0.53,0.65,3,241,3,0,0,0,sales,low,,
c8568,0.7,0.39,6,285,4,0,0,0,sales,low,,
c8569,0.68,0.61,6,236,3,0,0,0,sales,medium,,
c8570,0.96,0.48,4,222,3,0,0,0,sales,medium,,
c8571,0.64,0.64,4,242,3,0,0,0,sales,medium,,
c8572,0.86,0.65,5,166,3,0,0,0,sales,medium,,
c8573,0.87,0.84,3,172,3,0,0,0,sales,medium,,
c8574,0.53,0.56,4,249,2,0,0,0,sales,medium,,
c8575,0.72,0.98,4,180,2,0,0,0,sales,medium,,
c8576,0.83,0.59,4,197,4,0,0,0,sales,medium,,
c8577,0.97,0.54,5,185,2,0,0,0,sales,medium,,
c8578,0.92,0.76,3,171,2,0,0,0,sales,medium,,
c8579,0.82,0.95,6,191,6,0,0,0,accounting,medium,,
c8580,0.59,0.56,4,250,2,0,0,0,accounting,medium,,
c8581,0.84,0.95,5,199,3,0,0,0,accounting,high,,
c8582,0.71,0.84,3,139,2,0,0,0,hr,low,,
c8583,0.49,0.98,3,224,3,0,0,0,hr,medium,,
c8584,0.78,0.61,3,227,3,0,0,0,hr,medium,,
c8585,0.84,0.81,4,198,2,0,0,0,hr,medium,,
c8586,0.85,0.96,5,165,5,0,0,0,technical,medium,,
c8587,0.87,0.93,4,199,3,0,0,0,technical,low,,
c8588,0.94,0.84,5,203,3,0,0,0,technical,low,,
c8589,0.82,0.97,4,243,3,1,0,0,technical,low,,
c8590,0.78,0.78,3,135,3,0,0,0,technical,low,,
c8591,0.47,0.55,4,100,4,1,0,0,technical,low,,
c8592,0.5,0.48,2,150,3,1,0,0,technical,low,,
c8593,0.75,0.82,4,252,3,0,0,0,technical,low,,
c8594,0.36,0.39,3,98,3,0,0,0,technical,low,,
c8595,0.91,0.61,3,262,3,0,0,0,technical,low,,
c8596,0.87,0.68,3,257,3,0,0,0,technical,low,,
c8597,0.97,0.94,3,160,3,0,0,0,support,low,,
c8598,0.71,0.65,3,190,3,0,0,0,support,low,,
c8599,0.83,0.65,3,231,2,0,0,0,support,low,,
c8600,0.42,0.51,3,190,4,0,0,0,support,low,,
c8601,0.53,0.51,4,181,3,0,0,0,support,low,,
c8602,0.56,0.88,4,273,3,0,0,0,support,low,,
c8603,0.26,0.7,5,214,6,1,0,0,support,low,,
c8604,0.53,0.49,4,192,2,0,0,0,support,low,,
c8605,0.99,0.73,4,224,2,0,0,0,support,low,,
c8606,0.48,0.43,3,96,3,0,0,0,support,low,,
c8607,0.91,0.5,3,276,4,0,0,0,support,low,,
c8608,0.76,0.79,3,162,2,1,0,0,technical,medium,,
c8609,0.67,0.8,4,190,4,0,0,0,technical,medium,,
c8610,0.58,0.6,4,147,3,0,0,0,technical,medium,,
c8611,0.57,0.78,4,143,3,0,0,0,management,medium,,
c8612,0.55,0.57,5,280,6,1,0,0,IT,medium,,
c8613,0.79,0.49,3,137,2,0,0,0,IT,medium,,
c8614,0.48,0.98,3,259,6,0,0,0,IT,medium,,
c8615,0.68,0.69,4,176,3,1,0,0,IT,medium,,
c8616,0.19,0.64,5,231,4,1,0,0,IT,medium,,
c8617,0.99,0.48,3,104,3,0,0,0,product_management,medium,,
c8618,0.3,0.76,5,224,2,0,0,0,product_management,medium,,
c8619,0.81,0.85,4,202,3,1,0,0,product_management,medium,,
c8620,0.58,0.74,4,180,3,0,0,0,product_management,high,,
c8621,0.74,0.61,3,228,2,1,0,0,IT,low,,
c8622,0.59,0.74,5,165,2,0,0,0,RandD,medium,,
c8623,0.46,0.63,2,177,6,0,0,0,RandD,medium,,
c8624,0.58,0.43,3,194,2,1,0,0,RandD,medium,,
c8625,0.77,0.95,3,192,4,1,0,0,RandD,medium,,
c8626,0.79,0.77,4,171,2,0,0,0,RandD,low,,
c8627,0.51,0.95,3,187,2,0,0,0,marketing,low,,
c8628,0.7,0.58,3,205,3,0,0,0,sales,low,,
c8629,0.84,0.73,5,230,4,1,0,0,accounting,low,,
c8630,0.19,0.9,5,172,2,0,0,0,support,low,,
c8631,0.9,0.52,4,167,3,1,0,0,technical,low,,
c8632,0.19,0.91,5,145,3,0,0,0,management,low,,
c8633,0.96,0.53,3,166,3,0,0,0,marketing,low,,
c8634,0.87,1,3,148,3,0,0,0,marketing,low,,
c8635,0.5,0.89,5,223,3,0,0,0,marketing,low,,
c8636,0.88,0.58,2,123,4,0,0,0,sales,low,,
c8637,0.55,0.99,3,158,3,0,0,0,sales,low,,
c8638,0.89,0.86,3,223,2,0,0,0,sales,low,,
c8639,0.58,0.69,3,252,3,0,0,0,sales,low,,
c8640,0.58,0.96,5,143,2,0,0,0,sales,low,,
c8641,0.34,0.88,5,131,6,0,0,0,sales,low,,
c8642,0.54,0.65,5,206,4,1,0,0,sales,low,,
c8643,0.59,0.54,4,210,3,0,0,0,sales,low,,
c8644,0.88,0.96,4,262,3,0,0,0,sales,medium,,
c8645,0.72,0.69,4,147,3,0,0,0,sales,medium,,
c8646,0.79,0.75,4,259,3,0,0,0,sales,medium,,
c8647,0.51,0.73,4,174,3,0,0,0,sales,medium,,
c8648,0.84,0.84,3,150,4,0,0,0,sales,medium,,
c8649,0.95,0.67,4,219,2,0,0,0,sales,medium,,
c8650,0.58,0.88,5,178,4,0,0,0,sales,medium,,
c8651,0.69,0.98,3,269,3,1,0,0,sales,medium,,
c8652,0.17,0.64,6,205,5,1,0,0,sales,medium,,
c8653,0.81,0.72,3,232,3,1,0,0,sales,medium,,
c8654,0.41,0.5,3,193,3,0,0,0,sales,medium,,
c8655,0.12,0.42,3,110,2,0,0,0,accounting,medium,,
c8656,0.71,0.6,4,208,3,0,0,0,accounting,high,,
c8657,0.32,0.69,5,157,4,0,0,0,accounting,low,,
c8658,0.83,0.98,5,187,4,0,0,0,hr,medium,,
c8659,0.74,0.92,4,226,3,0,0,0,hr,medium,,
c8660,0.67,0.85,4,266,3,0,0,0,hr,medium,,
c8661,0.85,0.56,3,159,3,0,0,0,hr,medium,,
c8662,0.49,0.75,4,259,3,1,0,0,technical,low,,
c8663,0.7,0.74,4,150,3,1,0,0,technical,low,,
c8664,0.44,0.58,4,152,3,0,0,0,technical,low,,
c8665,0.5,0.87,5,245,2,0,0,0,technical,low,,
c8666,0.63,0.74,5,227,2,0,0,0,technical,low,,
c8667,0.87,0.77,4,261,3,0,0,0,technical,low,,
c8668,0.82,0.53,4,162,3,1,0,0,technical,low,,
c8669,0.97,0.89,4,193,3,0,0,0,technical,low,,
c8670,0.9,0.81,4,144,2,0,0,0,technical,low,,
c8671,0.41,0.5,6,151,2,0,0,0,technical,low,,
c8672,0.58,0.94,4,225,2,0,0,0,technical,low,,
c8673,0.77,0.5,5,170,2,0,0,0,support,low,,
c8674,0.89,0.75,4,246,3,1,0,0,support,low,,
c8675,0.64,0.72,4,254,3,0,0,0,support,low,,
c8676,0.31,0.79,2,193,4,0,0,0,support,low,,
c8677,0.6,0.88,4,175,3,0,0,0,support,low,,
c8678,0.2,1,3,123,4,0,0,0,support,low,,
c8679,0.13,0.6,3,178,5,0,0,0,support,low,,
c8680,0.95,0.9,3,259,2,0,0,0,support,low,,
c8681,0.15,0.96,5,201,6,0,0,0,support,low,,
c8682,0.22,0.98,4,185,3,0,0,0,support,low,,
c8683,0.33,0.51,2,166,3,0,0,0,support,medium,,
c8684,0.23,0.96,4,213,4,0,0,0,technical,medium,,
c8685,0.85,0.79,4,138,2,0,0,0,technical,medium,,
c8686,0.79,0.57,3,168,2,0,0,0,technical,medium,,
c8687,0.6,0.6,4,197,3,0,0,0,management,medium,,
c8688,0.89,0.74,5,220,3,0,0,0,IT,medium,,
c8689,0.65,0.92,3,101,3,1,0,0,IT,medium,,
c8690,0.61,0.7,4,175,3,1,0,0,IT,medium,,
c8691,0.4,0.79,5,181,5,0,0,0,IT,medium,,
c8692,0.49,0.57,3,157,3,0,0,0,IT,medium,,
c8693,0.95,0.75,3,247,2,0,0,0,product_management,medium,,
c8694,0.85,1,5,244,2,0,0,0,product_management,medium,,
c8695,0.24,0.39,4,152,5,0,0,0,product_management,high,,
c8696,0.85,0.99,5,176,4,0,0,0,product_management,low,,
c8697,0.99,0.98,5,241,2,0,0,0,IT,medium,,
c8698,0.49,0.49,4,240,2,0,0,0,RandD,medium,,
c8699,0.56,0.73,3,226,3,0,0,0,RandD,medium,,
c8700,0.65,0.66,6,240,4,0,0,0,RandD,medium,,
c8701,0.62,0.68,3,253,5,1,0,0,RandD,low,,
c8702,0.78,0.68,4,174,3,1,0,0,RandD,low,,
c8703,0.54,0.7,3,213,2,0,0,0,marketing,low,,
c8704,0.61,0.77,4,195,2,0,0,0,sales,low,,
c8705,0.49,0.99,6,230,4,0,0,0,accounting,low,,
c8706,0.29,0.85,2,248,6,1,0,0,support,low,,
c8707,0.64,0.79,4,274,2,1,0,0,technical,low,,
c8708,0.93,0.94,4,217,2,0,0,0,management,low,,
c8709,0.16,0.66,6,229,6,0,0,0,marketing,low,,
c8710,0.68,0.85,5,173,3,0,0,0,marketing,low,,
c8711,0.71,0.8,2,146,4,0,0,0,marketing,low,,
c8712,0.62,0.82,5,151,5,0,0,0,sales,low,,
c8713,0.74,0.75,2,137,3,1,0,0,sales,low,,
c8714,0.81,0.5,3,198,3,0,0,0,sales,low,,
c8715,0.2,0.82,4,190,5,0,0,0,sales,low,,
c8716,0.51,0.91,4,206,3,0,0,0,sales,low,,
c8717,0.55,0.99,4,238,3,0,0,0,sales,low,,
c8718,0.45,0.41,3,193,2,1,0,0,sales,low,,
c8719,0.91,0.61,4,176,3,0,0,0,sales,low,,
c8720,0.73,0.59,6,121,5,0,0,0,sales,low,,
c8721,0.98,0.88,4,145,2,0,0,0,sales,low,,
c8722,0.62,0.65,4,212,3,1,0,0,sales,medium,,
c8723,0.57,0.62,3,198,4,0,0,0,sales,medium,,
c8724,0.99,0.57,3,189,4,1,0,0,sales,medium,,
c8725,0.82,0.68,2,200,3,0,0,0,sales,medium,,
c8726,0.24,0.81,4,217,5,0,0,0,sales,medium,,
c8727,0.84,0.73,5,245,3,0,0,0,sales,medium,,
c8728,0.9,0.55,3,260,3,0,0,0,sales,medium,,
c8729,0.13,0.73,5,206,5,0,0,0,sales,medium,,
c8730,0.6,0.67,3,249,2,0,0,0,sales,medium,,
c8731,0.72,0.87,4,154,2,1,0,0,accounting,medium,,
